CARNET,NOMBRES,CODPROF,CODEPTO,GENERO,FECHA_INGRESO,TIPO_SOCIO,NRO_SOCIO,ESTADO_CIVIL,TELEFONO,EMAIL,ZONA_RESIDENCIA
2596207,Arturo Perelló,8,5,F,2009-12-11,ACTIVO,SOC11075,DIVORCIADO,+34 827999780,vaqueroangelita@example.org,SUR
4393107,Brígida Samper,9,8,M,2018-05-21,PASIVO,SOC11076,DIVORCIADO,+34981 937 823,dvalenciano@example.com,SUR
4666144,Pepita Quintana Franch,9,5,F,2016-04-30,JUBILADO,SOC11077,SOLTERO,+34919062625,buendiadebora@example.org,RURAL
5331475,Fanny Donoso Garcés,9,3,F,2010-12-24,JUBILADO,SOC11078,CASADO,+34 823 00 58 70,paloma58@example.org,RURAL
2805121,Isa Salamanca Lara,2,7,F,2008-06-07,ACTIVO,SOC11079,SOLTERO,+34 872 782 761,calflorentino@example.com,VILLA
5691027,Cornelio Vito Benet Adadia,7,6,F,2005-08-29,ACTIVO,SOC11080,CASADO,+34 847 383 663,eliana46@example.org,VILLA
2640851,Flavia Carrera Rodrigo,1,2,F,2012-01-14,JUBILADO,SOC11081,CASADO,+34823 906 625,berrocalricardo@example.com,RURAL
2815345,Encarnación de Mulet,4,3,F,2021-04-13,PASIVO,SOC11082,CASADO,+34821 244 292,hildamedina@example.net,SUR
3156620,Eugenia de Comas,8,5,M,2019-09-13,JUBILADO,SOC11083,DIVORCIADO,+34928 224 996,smanso@example.com,VILLA
3675914,Aitana Mir Segovia,7,5,M,2021-12-09,JUBILADO,SOC11084,SOLTERO,+34 878951820,artemiojaen@example.net,VILLA
5649615,Odalis Verdejo,4,5,M,2008-05-11,PASIVO,SOC11085,DIVORCIADO,+34 882478370,alberolaespiridion@example.com,CENTRO
5813836,Sosimo Estrada-Cárdenas,3,5,M,2020-06-09,PASIVO,SOC11086,CASADO,+34878140338,pascual97@example.org,VILLA
4956783,Roberto Rojas Bernal,1,2,F,2017-07-27,ACTIVO,SOC11087,DIVORCIADO,+34 874 72 28 31,lunavizcaino@example.com,RURAL
4854832,Malena Cantón,7,5,F,2011-08-18,JUBILADO,SOC11088,DIVORCIADO,+34933696982,filomenafigueras@example.net,CENTRO
5651147,Salomón Cabanillas Pinilla,6,5,M,2008-10-20,ACTIVO,SOC11089,CASADO,+34979 52 06 86,almudena52@example.com,RURAL
5779152,Luis Miguel Raya-Guzmán,5,1,F,2002-06-01,JUBILADO,SOC11090,CASADO,+34942 826 964,giselaberenguer@example.com,SUR
4335394,Carlito Valle Pérez,7,8,M,2006-10-04,JUBILADO,SOC11091,DIVORCIADO,+34844 14 52 50,mbonet@example.net,CENTRO
2026492,Omar del Villar,2,4,M,2010-02-19,JUBILADO,SOC11092,VIUDO,+34822 32 47 42,julie50@example.com,VILLA
2243442,Leandro Juan Bautista Francisco Gálvez,7,5,M,2021-06-29,JUBILADO,SOC11093,DIVORCIADO,+34888402728,wrovira@example.net,CENTRO
3465558,Jose Belmonte Abella,7,7,F,2018-12-08,PASIVO,SOC11094,SOLTERO,+34 871 854 218,joseconde@example.com,RURAL
3931209,Florencia Múñiz-Benítez,7,9,M,2010-11-17,JUBILADO,SOC11095,DIVORCIADO,+34948 73 84 44,vsalom@example.org,RURAL
4341498,Eloy Blazquez Niño,3,5,F,2016-03-24,ACTIVO,SOC11096,CASADO,+34 882 77 31 48,pujadasjuliana@example.com,VILLA
5994414,Luciano de Recio,4,7,M,2009-05-19,PASIVO,SOC11097,SOLTERO,+34951 52 60 66,donato89@example.org,SUR
4428001,Florencia Cifuentes,8,2,M,2014-11-05,PASIVO,SOC11098,DIVORCIADO,+34923 249 368,pavoncristian@example.org,NORTE
4594973,Che Atienza-Piñeiro,1,8,F,2019-08-28,JUBILADO,SOC11099,VIUDO,+34 883 439 931,adannoe@example.net,NORTE
4015199,Augusto Piquer,6,2,F,2018-05-08,PASIVO,SOC11100,SOLTERO,+34921362291,irenepla@example.org,CENTRO
5439174,Soledad Almazán,3,5,M,2010-12-10,ACTIVO,SOC11101,DIVORCIADO,+34883 80 90 56,fbalaguer@example.org,VILLA
3462604,Fito Reguera Boada,2,5,F,2021-11-06,PASIVO,SOC11102,DIVORCIADO,+34935 05 93 36,quiquefabra@example.net,SUR
2445233,Luciano Ciriaco Andrade Carrera,7,6,M,2010-04-20,ACTIVO,SOC11103,DIVORCIADO,+34 803492526,jordanjose-maria@example.net,RURAL
3236525,Leonel Blanco Rodrigo,2,4,M,2010-12-14,PASIVO,SOC11104,SOLTERO,+34932 452 094,losaolegario@example.com,RURAL
3993866,Alfonso Bermejo Bosch,6,2,F,2017-12-09,PASIVO,SOC11105,SOLTERO,+34 979327218,garmendiaflorina@example.org,SUR
4875027,Abigaíl de Goicoechea,2,2,M,2006-12-25,PASIVO,SOC11106,VIUDO,+34941 49 47 39,juan-pablocarmona@example.net,RURAL
4095395,Bernardo Aramburu Quiroga,2,2,M,2017-10-13,ACTIVO,SOC11107,CASADO,+34 824 74 47 55,dcastells@example.org,VILLA
2546558,Álvaro de Huertas,2,2,M,2011-06-21,JUBILADO,SOC11108,CASADO,+34 887492794,leonorpineiro@example.net,NORTE
2480807,Edelmiro Arnau,8,5,F,2005-07-11,JUBILADO,SOC11109,VIUDO,+34924 778 619,eliseo06@example.com,VILLA
5001611,Aurelio Cordero Benito,3,6,F,2017-09-23,ACTIVO,SOC11110,SOLTERO,+34 882022457,npelaez@example.net,VILLA
3089684,Albano Bustos Baquero,1,2,M,2005-09-21,PASIVO,SOC11111,DIVORCIADO,+34 842845699,ildefonsohurtado@example.net,NORTE
4057744,Paulino Castrillo Sastre,7,2,M,2002-12-17,JUBILADO,SOC11112,VIUDO,+34975 628 154,benignofiguerola@example.org,SUR
2246248,Tecla Posada,3,5,M,2009-08-29,PASIVO,SOC11113,SOLTERO,+34973 600 237,condepastor@example.net,NORTE
2681069,Bernardino Pujadas Fuertes,6,4,M,2021-11-06,PASIVO,SOC11114,VIUDO,+34 948 45 93 65,guzmanasuncion@example.com,CENTRO
2045502,Tecla de Calleja,7,7,F,2011-01-01,JUBILADO,SOC11115,VIUDO,+34878 71 66 61,agueda03@example.net,RURAL
2699918,Teodoro del Ferrando,9,5,F,2014-02-12,JUBILADO,SOC11116,VIUDO,+34 856 73 80 88,acarvajal@example.org,VILLA
4188506,Albina Remedios Alberola Arana,4,6,M,2022-03-19,JUBILADO,SOC11117,CASADO,+34748 17 31 03,chamorrocorona@example.com,NORTE
3315107,Humberto Azorin Casas,3,4,M,2002-11-21,JUBILADO,SOC11118,VIUDO,+34807 164 581,mamenolmo@example.net,SUR
2369358,Jacinto Marín-Carballo,2,2,M,2020-07-27,ACTIVO,SOC11119,DIVORCIADO,+34 718660092,dpena@example.net,RURAL
3176991,Pascual Guillen Orozco,5,4,F,2018-12-28,JUBILADO,SOC11120,SOLTERO,+34 844 997 356,cletofonseca@example.net,RURAL
4366387,Sosimo Nevado Peñas,5,6,F,2016-01-24,JUBILADO,SOC11121,CASADO,+34941 298 304,perlitazabala@example.org,RURAL
2731399,Patricia Jiménez Campos,1,4,F,2012-09-03,ACTIVO,SOC11122,CASADO,+34827 521 049,fagustin@example.com,VILLA
2979755,Leonor Lupita Carbajo Barreda,5,2,F,2022-09-24,JUBILADO,SOC11123,CASADO,+34 825 130 991,priscilavicens@example.com,CENTRO
5956484,José Manuel Girón Armas,1,7,M,2007-05-17,JUBILADO,SOC11124,CASADO,+34 821 15 91 05,cabanasjaime@example.com,RURAL
5984821,Mariana Villaverde Cañellas,1,2,F,2010-06-10,JUBILADO,SOC11125,VIUDO,+34877988769,valeriatolosa@example.com,NORTE
5692574,Ámbar Vázquez Mendez,2,5,F,2020-10-10,PASIVO,SOC11126,VIUDO,+34943 815 717,marianobermejo@example.org,RURAL
3918261,Catalina del Llopis,3,1,F,2004-10-19,JUBILADO,SOC11127,SOLTERO,+34836070412,ngargallo@example.org,NORTE
3967622,Luisina Quintana Jiménez,2,5,M,2010-04-04,ACTIVO,SOC11128,SOLTERO,+34 979 578 009,consuelo29@example.net,RURAL
5499190,Amaya Cáceres Millán,4,2,M,2009-04-06,PASIVO,SOC11129,VIUDO,+34849 86 22 34,lolaaleman@example.com,NORTE
4834589,Vilma Domitila Fábregas Prado,2,4,F,2012-05-08,ACTIVO,SOC11130,CASADO,+34820922172,lluchcustodia@example.net,NORTE
3325101,Quique Marquez-Abril,5,1,F,2011-03-19,JUBILADO,SOC11131,DIVORCIADO,+34 748 550 678,maria-teresa09@example.org,CENTRO
2427854,Víctor Arellano Álvaro,6,5,M,2016-01-15,ACTIVO,SOC11132,DIVORCIADO,+34945 163 889,monteroleyre@example.com,RURAL
5212319,Moreno Valera Coll,2,5,F,2003-04-24,ACTIVO,SOC11133,SOLTERO,+34945818637,pavonfausto@example.net,VILLA
2097017,Teo Ramis Francisco,1,9,M,2012-11-10,ACTIVO,SOC11134,VIUDO,+34 928367842,sabina45@example.net,NORTE
5315654,Nidia Rico Agudo,7,2,M,2012-09-03,JUBILADO,SOC11135,CASADO,+34928 57 61 76,escrivafortunato@example.com,CENTRO
5120663,Rita Barón-Coloma,6,5,M,2011-08-27,JUBILADO,SOC11136,SOLTERO,+34820 540 080,brufanny@example.com,SUR
4738875,Seve España,9,2,M,2012-06-16,ACTIVO,SOC11137,DIVORCIADO,+34885335525,amor56@example.com,NORTE
4637546,Maximino Crespi Iñiguez,5,4,M,2009-08-19,JUBILADO,SOC11138,CASADO,+34 874157402,hagustin@example.com,RURAL
2321269,Jose Ignacio del Romeu,3,5,M,2007-12-23,JUBILADO,SOC11139,VIUDO,+34 986173497,ugartechucho@example.com,CENTRO
3604338,Marisa Pujadas Solano,9,4,M,2016-07-24,PASIVO,SOC11140,VIUDO,+34822 82 79 46,bernadchus@example.org,VILLA
4523742,Ovidio Vallés Cruz,8,3,F,2011-08-08,ACTIVO,SOC11141,SOLTERO,+34 849 94 12 47,iquero@example.org,SUR
4582251,Albert Cepeda Tirado,8,5,F,2018-06-16,JUBILADO,SOC11142,DIVORCIADO,+34983 145 375,ferrandoreynaldo@example.com,SUR
5137289,Nazaret Perez Carrera,1,7,F,2019-01-15,PASIVO,SOC11143,CASADO,+34947 820 555,sarrieta@example.com,RURAL
3066219,Vinicio Pedraza Baños,5,3,M,2015-11-16,ACTIVO,SOC11144,SOLTERO,+34800 27 31 91,dariocoloma@example.org,RURAL
2100612,Almudena Ríos Hervia,2,5,M,2019-09-22,JUBILADO,SOC11145,DIVORCIADO,+34975032208,catalina92@example.net,CENTRO
3301750,Eliseo Benito Aguirre,8,5,F,2009-09-15,ACTIVO,SOC11146,DIVORCIADO,+34 881994949,amarilispalomino@example.com,SUR
2882151,Gertrudis Torrecilla Fajardo,3,3,M,2016-05-15,ACTIVO,SOC11147,CASADO,+34900 538 017,anastasia36@example.com,RURAL
3540956,Dominga Manrique Garay,6,4,F,2018-12-08,PASIVO,SOC11148,CASADO,+34 982 210 727,maria-angeleshuguet@example.net,NORTE
4102823,Aureliano Mayo-Dalmau,5,6,F,2021-02-27,PASIVO,SOC11149,SOLTERO,+34 920 826 281,gcanales@example.com,SUR
2173476,Nydia Barón-Tamarit,8,4,F,2009-09-09,ACTIVO,SOC11150,DIVORCIADO,+34 851 19 79 82,bruno78@example.org,VILLA
3428118,Olalla del Sabater,3,6,F,2005-05-10,ACTIVO,SOC11151,VIUDO,+34 846394605,xiomaraquintana@example.com,VILLA
4670602,Jose Luis Berenguer Esteve,5,7,M,2004-08-12,JUBILADO,SOC11152,CASADO,+34 986671434,npont@example.net,SUR
2837739,Carmelita Salamanca Guardiola,2,5,F,2016-06-11,JUBILADO,SOC11153,CASADO,+34854099036,barrenaluciana@example.com,RURAL
2381732,Joan Losada Grau,8,8,M,2019-07-02,ACTIVO,SOC11154,CASADO,+34873 23 42 00,felicidadpina@example.net,SUR
4637726,Irma Ruiz,2,4,F,2002-11-22,PASIVO,SOC11155,CASADO,+34900017111,mgimenez@example.net,VILLA
5438357,Cesar Adán Cabrero,7,2,F,2013-06-07,JUBILADO,SOC11156,VIUDO,+34 948 392 627,nazariovizcaino@example.net,NORTE
5844789,Álvaro del Valera,4,4,M,2015-05-23,PASIVO,SOC11157,SOLTERO,+34740 520 171,tomasluz@example.net,SUR
5221378,Juan Francisco Cortina,4,3,M,2017-04-22,JUBILADO,SOC11158,DIVORCIADO,+34 807 60 13 81,pelaezroque@example.net,RURAL
2499352,Aurora Ainoa Valbuena Uribe,8,5,F,2013-10-29,ACTIVO,SOC11159,DIVORCIADO,+34943 01 65 98,menendezfito@example.net,VILLA
2971880,Lupita Sandoval Ocaña,3,2,M,2021-08-29,ACTIVO,SOC11160,VIUDO,+34919690566,arcemicaela@example.org,RURAL
2847901,Nilda Crespi-Albero,9,4,F,2006-05-10,PASIVO,SOC11161,VIUDO,+34941 23 49 52,albanoangulo@example.net,NORTE
4299483,Berta Méndez Segura,4,2,M,2009-05-03,JUBILADO,SOC11162,DIVORCIADO,+34922647045,calderonsamu@example.com,CENTRO
3129833,Ana Belén Martí Céspedes,2,5,M,2006-06-16,PASIVO,SOC11163,DIVORCIADO,+34 871381335,roblesmanola@example.net,SUR
3918695,Brunilda Marín Bejarano,8,2,M,2001-01-11,ACTIVO,SOC11164,SOLTERO,+34 872 55 72 14,sandra84@example.net,RURAL
5422456,Sofía Berenguer,2,5,M,2014-09-13,PASIVO,SOC11165,SOLTERO,+34824331806,rgomez@example.org,SUR
4514878,Hilda Bonilla Ortiz,9,4,F,2022-03-28,PASIVO,SOC11166,DIVORCIADO,+34806 66 01 49,xruiz@example.net,SUR
3111852,Tania Montes Sáez,4,5,M,2009-12-20,PASIVO,SOC11167,DIVORCIADO,+34 880470474,celso32@example.org,CENTRO
3283585,Amancio Moreno Castell,8,3,F,2017-07-12,PASIVO,SOC11168,VIUDO,+34 947 964 318,miroesther@example.net,RURAL
3731506,Dulce Murillo Bernat,1,4,M,2002-05-11,JUBILADO,SOC11169,VIUDO,+34955 34 85 54,pliniosalcedo@example.org,SUR
5545121,Segismundo de Angulo,9,2,M,2011-01-11,PASIVO,SOC11170,SOLTERO,+34 822868663,cbernad@example.org,SUR
2205937,Efraín Gervasio Aguirre Chico,1,4,M,2001-01-03,ACTIVO,SOC11171,DIVORCIADO,+34 841965762,tejadasantos@example.com,VILLA
5021360,Valentina Rius,2,4,M,2001-06-03,PASIVO,SOC11172,VIUDO,+34 719972469,granadosabigail@example.net,SUR
3725514,Juana Peiró-Marí,3,8,F,2010-11-14,JUBILADO,SOC11173,VIUDO,+34845 42 93 04,aurea96@example.com,CENTRO
5296666,Rafael Figueroa Rico,8,4,F,2006-01-25,JUBILADO,SOC11174,SOLTERO,+34 843125464,eliashector@example.org,RURAL
5796127,Nacio Madrigal Antúnez,4,4,F,2017-10-03,JUBILADO,SOC11175,SOLTERO,+34800 977 398,ainarasoler@example.com,CENTRO
2434649,Javier Fermín Gálvez Vargas,3,5,M,2019-05-22,JUBILADO,SOC11176,SOLTERO,+34 828 71 41 34,aureliano23@example.com,NORTE
3446963,Chema Torrent-Mateo,3,5,F,2005-01-31,PASIVO,SOC11177,DIVORCIADO,+34921801325,luciacerro@example.net,RURAL
4419419,Leopoldo Alberola,9,5,F,2007-12-08,ACTIVO,SOC11178,DIVORCIADO,+34807 63 75 79,penalvermanu@example.com,VILLA
4486152,Adela Abellán Torrens,5,5,M,2016-03-31,ACTIVO,SOC11179,SOLTERO,+34 842510438,becerratrinidad@example.net,CENTRO
4753848,Cayetana Bartolomé Bustos,9,2,M,2021-11-15,JUBILADO,SOC11180,VIUDO,+34 921 590 690,escolanomaria-jose@example.org,SUR
2788388,Narcisa Morante Peláez,5,4,F,2010-04-10,JUBILADO,SOC11181,VIUDO,+34966390762,lorenzo70@example.com,SUR
3035754,Quique Serra Huguet,4,4,M,2014-09-23,PASIVO,SOC11182,CASADO,+34803 13 02 92,villalongaconsuelo@example.org,VILLA
3823197,Haroldo del Marqués,1,7,M,2000-12-08,PASIVO,SOC11183,VIUDO,+34948 63 17 03,amandacarrasco@example.com,NORTE
5557454,Gloria Irene Almeida Barrera,2,5,M,2002-07-29,PASIVO,SOC11184,SOLTERO,+34 979 132 281,bgarrido@example.org,CENTRO
4670199,Soraya Vidal Piñol,4,7,F,2010-09-27,PASIVO,SOC11185,SOLTERO,+34 876782009,alexbernat@example.net,VILLA
3091453,Ligia Santos Bello,2,2,F,2003-12-24,PASIVO,SOC11186,CASADO,+34842 757 202,valderramadani@example.org,VILLA
5269397,Silvestre Sola Ochoa,6,4,M,2014-01-18,ACTIVO,SOC11187,CASADO,+34806 09 69 41,rrincon@example.org,NORTE
5704570,Alberto del Uribe,3,2,F,2006-03-20,ACTIVO,SOC11188,DIVORCIADO,+34 900 808 192,angelinocasares@example.com,VILLA
3762972,Joan Quesada Calvo,4,4,M,2011-03-24,ACTIVO,SOC11189,DIVORCIADO,+34 976 26 48 03,yaiza38@example.org,SUR
3400585,Custodia Felicia Revilla Olivares,7,8,M,2003-04-11,ACTIVO,SOC11190,VIUDO,+34947762039,gustavo25@example.com,CENTRO
2788492,Fortunato del Amorós,2,2,F,2012-10-30,PASIVO,SOC11191,DIVORCIADO,+34 946 674 007,reyesgomila@example.net,VILLA
5209178,Custodia del Bernal,5,1,M,2010-03-12,JUBILADO,SOC11192,SOLTERO,+34942 08 32 77,blancopepito@example.com,SUR
2469905,Paulino Zorrilla Bustamante,2,5,M,2008-02-15,PASIVO,SOC11193,DIVORCIADO,+34845 71 59 82,rocamoratimoteo@example.org,CENTRO
5387833,Micaela Antúnez Simó,4,8,M,2001-10-15,JUBILADO,SOC11194,DIVORCIADO,+34825 73 12 96,riconestor@example.org,SUR
4625803,Apolinar Palacio-Villaverde,1,2,F,2022-08-03,PASIVO,SOC11195,CASADO,+34 876 060 821,lsoler@example.net,CENTRO
4929496,Nilda Urrutia Bertrán,4,7,M,2011-05-19,PASIVO,SOC11196,DIVORCIADO,+34942 14 53 56,modestamontes@example.net,RURAL
3917424,Valentín Bermejo Palacio,2,2,F,2006-01-20,PASIVO,SOC11197,DIVORCIADO,+34800 11 10 72,araujograciela@example.org,RURAL
2026628,Abril Naranjo Adán,4,5,M,2016-12-19,PASIVO,SOC11198,DIVORCIADO,+34947 363 508,pedroelpidio@example.net,CENTRO
2614031,Juan Manuel Roma Sedano,1,4,F,2001-07-29,PASIVO,SOC11199,SOLTERO,+34 971 443 588,ogimenez@example.com,NORTE
3196663,Amada Tenorio Morante,9,5,M,2004-04-18,ACTIVO,SOC11200,VIUDO,+34871 82 52 76,carla00@example.net,RURAL
3042854,Octavia Taboada Domínguez,1,2,F,2019-05-09,JUBILADO,SOC11201,CASADO,+34875 139 029,carballotecla@example.com,NORTE
2608154,Águeda Ponce Andrés,2,5,F,2011-02-23,PASIVO,SOC11202,VIUDO,+34 806 38 21 03,jnavarrete@example.org,NORTE
4020921,María Lumbreras Moya,2,5,F,2015-05-21,PASIVO,SOC11203,SOLTERO,+34 984 186 741,emelina16@example.com,RURAL
5926694,Horacio Lluch Neira,5,5,F,2008-01-18,ACTIVO,SOC11204,CASADO,+34901 16 04 30,nelidaplanas@example.org,RURAL
3544176,Francisca Moraleda Andreu,2,5,M,2002-09-14,ACTIVO,SOC11205,DIVORCIADO,+34 928 94 39 69,elianavilar@example.com,VILLA
2531129,Ángeles Salvador Miralles,9,5,M,2002-06-16,ACTIVO,SOC11206,VIUDO,+34876 92 04 07,lmartorell@example.net,CENTRO
5261335,Alfonso Carlos Pareja,3,3,M,2000-12-28,JUBILADO,SOC11207,CASADO,+34885904610,lilianaleon@example.com,VILLA
2653840,Carmina Alberdi Mascaró,8,3,F,2017-11-17,ACTIVO,SOC11208,VIUDO,+34873 52 40 57,abrilfrancisco-jose@example.com,CENTRO
4917337,Lino Parejo-Alcalde,3,2,F,2011-08-24,PASIVO,SOC11209,VIUDO,+34 877 889 303,bertatrillo@example.net,CENTRO
4269667,Olivia Lara Cerdán Pagès,6,4,M,2013-11-04,ACTIVO,SOC11210,VIUDO,+34 902678020,mosorio@example.net,SUR
4560530,Gala Espejo Pérez,8,4,M,2012-03-15,JUBILADO,SOC11211,DIVORCIADO,+34 923 07 12 30,obru@example.com,CENTRO
4309014,Casandra Torrents Rodriguez,7,1,M,2018-04-02,JUBILADO,SOC11212,SOLTERO,+34 824 59 11 72,piquerjose@example.net,SUR
5702122,Antonia Yáñez Meléndez,6,3,M,2009-07-18,PASIVO,SOC11213,CASADO,+34 872677859,beltranvioleta@example.org,NORTE
3416244,Soraya Soriano Angulo,3,2,F,2010-08-14,PASIVO,SOC11214,SOLTERO,+34 985 38 23 12,consueloros@example.net,RURAL
5381384,Inés Madrid Valderrama,8,6,M,2010-09-23,JUBILADO,SOC11215,DIVORCIADO,+34875 75 13 95,kvillena@example.org,NORTE
2342657,Inés Zamora García,1,4,M,2011-06-10,PASIVO,SOC11216,CASADO,+34 825119693,javi44@example.net,RURAL
4586239,Ildefonso Delgado Lastra,2,7,M,2022-05-31,ACTIVO,SOC11217,VIUDO,+34 845 659 191,carla25@example.net,RURAL
3943076,Itziar del Aranda,3,2,F,2005-06-24,JUBILADO,SOC11218,VIUDO,+34 803 193 309,beltrancandela@example.com,SUR
3661067,Ovidio Ayuso,4,9,F,2021-09-09,JUBILADO,SOC11219,VIUDO,+34 948 70 11 91,luzmar@example.com,RURAL
5387056,Nacho Falcó Vigil,4,5,M,2000-12-12,JUBILADO,SOC11220,SOLTERO,+34976 26 98 18,dimasfonseca@example.com,NORTE
2352315,Paloma Madrigal Ricart,8,1,F,2011-03-01,PASIVO,SOC11221,DIVORCIADO,+34849936416,ambrosio41@example.net,VILLA
4017076,Íñigo Expósito Carbajo,7,2,M,2019-01-31,ACTIVO,SOC11222,CASADO,+34 945205107,adoracionroldan@example.org,RURAL
3848456,Adrián de Batlle,2,8,F,2017-11-06,PASIVO,SOC11223,CASADO,+34 948279192,balaguersonia@example.com,SUR
4410602,Malena Niño-Frías,4,5,F,2014-08-21,ACTIVO,SOC11224,DIVORCIADO,+34842 906 513,tmanzano@example.org,NORTE
5072104,Anastasio Rico Aragonés,4,5,M,2017-11-10,PASIVO,SOC11225,VIUDO,+34849 515 683,osvaldo20@example.com,RURAL
5563879,Sol Mayoral Ocaña,6,2,F,2006-03-12,JUBILADO,SOC11226,SOLTERO,+34880945950,palmamarciano@example.org,NORTE
3028123,Duilio Alemany Calvo,2,5,F,2002-12-19,JUBILADO,SOC11227,VIUDO,+34861543094,luisagargallo@example.net,NORTE
3827481,Ruy Pérez Benito,8,7,F,2020-11-03,JUBILADO,SOC11228,CASADO,+34 800 974 042,rsantos@example.net,NORTE
3728582,Balduino Rocamora Belda,4,5,F,2015-06-24,ACTIVO,SOC11229,VIUDO,+34973878432,oroman@example.com,CENTRO
3579324,Miriam Almagro Mayo,1,2,M,2005-06-16,PASIVO,SOC11230,SOLTERO,+34 912862446,mvarela@example.org,RURAL
5542243,Soraya Barreda,1,5,F,2013-03-01,ACTIVO,SOC11231,SOLTERO,+34 877 806 279,chitagarces@example.net,VILLA
5532095,Mayte Téllez Alegre,7,5,M,2017-12-24,JUBILADO,SOC11232,DIVORCIADO,+34 946748718,luciano62@example.org,VILLA
5048395,Jordi Jerez,5,3,F,2014-09-07,JUBILADO,SOC11233,SOLTERO,+34879 218 766,marciogoni@example.org,VILLA
3303174,Filomena Oller,4,4,M,2008-03-26,ACTIVO,SOC11234,SOLTERO,+34 821261241,apolonia76@example.org,NORTE
4294081,Bonifacio Armas Acuña,8,4,F,2016-10-29,ACTIVO,SOC11235,DIVORCIADO,+34 847 67 37 57,herminiavergara@example.com,VILLA
2272674,Bernardo Ferrández Zorrilla,7,4,M,2018-11-14,PASIVO,SOC11236,DIVORCIADO,+34 880259297,kruano@example.com,SUR
4068164,Javier del Figueroa,7,2,F,2010-01-12,PASIVO,SOC11237,SOLTERO,+34 828 122 526,alejo00@example.net,CENTRO
5964345,Eutimio de Llopis,6,5,M,2015-12-05,JUBILADO,SOC11238,DIVORCIADO,+34 847 95 73 16,calistasolano@example.org,SUR
5655992,Aitana Valverde,6,5,M,2005-02-04,PASIVO,SOC11239,DIVORCIADO,+34 957 48 00 83,ana-sofialumbreras@example.org,CENTRO
5839412,Tatiana Obdulia Alcaraz Arias,4,5,F,2006-05-17,ACTIVO,SOC11240,SOLTERO,+34 977387876,trinidadalonso@example.com,RURAL
3654119,Íngrid Prada Peláez,7,5,F,2015-11-28,ACTIVO,SOC11241,DIVORCIADO,+34 941 128 199,manuela06@example.com,CENTRO
4231778,Graciela del Peña,6,5,M,2005-01-18,JUBILADO,SOC11242,VIUDO,+34 800 11 50 61,inigo15@example.net,SUR
4130677,Pacífica Peiró,5,5,F,2015-04-30,PASIVO,SOC11243,VIUDO,+34 724 82 93 78,curroalegria@example.org,SUR
2716488,Vanesa Ramis Salazar,6,5,F,2013-10-26,PASIVO,SOC11244,SOLTERO,+34850 211 679,macarenaasensio@example.net,SUR
3552061,Albano Armengol Cuenca,1,2,F,2006-12-03,ACTIVO,SOC11245,DIVORCIADO,+34933 200 926,solosorio@example.net,NORTE
2320180,Jacinta Capdevila Campillo,9,5,M,2010-03-18,ACTIVO,SOC11246,SOLTERO,+34 720550466,pferran@example.com,SUR
2098047,Encarna de Duque,1,8,F,2017-01-26,ACTIVO,SOC11247,DIVORCIADO,+34833789595,concha02@example.net,SUR
5777709,Albina Boada Casal,5,7,M,2004-12-27,JUBILADO,SOC11248,SOLTERO,+34982130744,merche22@example.com,CENTRO
5412237,Juan Gimenez-Ariño,3,5,F,2006-04-06,JUBILADO,SOC11249,SOLTERO,+34821 132 414,froig@example.com,NORTE
2670152,Osvaldo Guardia,7,2,M,2008-02-27,PASIVO,SOC11250,CASADO,+34712 18 34 82,luismarino@example.com,RURAL
2245318,Estrella Barroso,7,2,M,2007-03-14,ACTIVO,SOC11251,CASADO,+34 973 50 23 70,iborrafabiola@example.net,NORTE
4256763,Adelardo Garzón Sureda,2,3,M,2007-11-04,JUBILADO,SOC11252,CASADO,+34877927225,jpiquer@example.com,CENTRO
4947958,Moreno Cantón Vendrell,4,2,F,2006-07-01,ACTIVO,SOC11253,VIUDO,+34877991203,belen10@example.com,VILLA
5209289,Renato Farré-Puig,6,9,F,2018-07-14,ACTIVO,SOC11254,DIVORCIADO,+34884109020,ununez@example.net,CENTRO
2313725,Perla Sevillano Barreda,3,1,M,2017-09-22,JUBILADO,SOC11255,VIUDO,+34887 007 913,uverdu@example.org,NORTE
2743629,Natividad Villaverde-Arteaga,1,5,F,2002-05-13,PASIVO,SOC11256,SOLTERO,+34948 380 808,falconcelestina@example.net,NORTE
3469482,Osvaldo Terrón Márquez,3,9,M,2010-10-16,PASIVO,SOC11257,CASADO,+34 947272042,laraamelia@example.com,CENTRO
2328321,Valerio Armas Alcolea,6,5,F,2010-03-30,JUBILADO,SOC11258,VIUDO,+34976338461,ecanizares@example.org,VILLA
4070267,León Blanes Jáuregui,4,5,M,2020-12-11,ACTIVO,SOC11259,SOLTERO,+34878 52 75 34,eugenio61@example.com,CENTRO
2223859,Benjamín Nacio Parejo Jáuregui,8,2,M,2015-11-21,PASIVO,SOC11260,SOLTERO,+34 851 638 797,arossello@example.net,SUR
3771834,Aurelia Cabeza Portero,1,7,F,2010-12-23,JUBILADO,SOC11261,SOLTERO,+34832 149 509,sosimo40@example.org,SUR
4996593,Clímaco Goñi-Cid,7,5,F,2015-06-14,ACTIVO,SOC11262,CASADO,+34 821417790,gallardotrinidad@example.org,VILLA
4110541,Manu Velázquez Salinas,4,7,F,2018-07-16,ACTIVO,SOC11263,SOLTERO,+34 945 133 651,nuriafuster@example.com,RURAL
