CUENTA,CARNET,FAPERTURA,TIPO_CUENTA,ESTADO_CUENTA,SALDO_ACTUAL,PLAZO_MESES,TASA_INTERES,FECHA_CIERRE
4-106-34319-9,4817736,2007-02-27,CRÉDITO,ACTIVA,83209.61,36,0.113,
4-104-67222-7,4741942,2012-08-07,CRÉDITO,INACTIVA,34694.59,12,0.013,
2-103-63073-6,5117208,2008-03-08,APORTE,ACTIVA,98521.54,24,0.011,
5-100-29240-2,4981614,2017-03-26,APORTE,CERRADA,95140.22,0,0.071,
9-103-13629-8,4584365,2017-04-03,CRÉDITO,ACTIVA,47233.69,12,0.105,
5-100-88623-2,5845626,2011-05-04,APORTE,INACTIVA,64098.82,6,0.1,
1-103-75271-9,2965103,2004-05-29,APORTE,INACTIVA,91607.45,24,0.018,
2-106-53261-3,4787490,2017-02-10,APORTE,ACTIVA,97836.64,6,0.103,
3-100-14404-2,2131675,2021-08-27,AHORRO,CERRADA,41561.29,0,0.059,
3-108-56976-6,4429387,2016-09-24,AHORRO,CERRADA,18932.17,0,0.097,
5-100-77043-6,3832692,2004-05-25,AHORRO,INACTIVA,28919.77,36,0.111,
1-103-24029-1,2097172,2018-05-30,AHORRO,INACTIVA,6574.22,0,0.04,
4-106-15216-6,4740423,2014-02-04,CRÉDITO,INACTIVA,38297.77,0,0.06,
1-106-81128-4,3379487,2005-10-12,AHORRO,INACTIVA,48812.19,24,0.085,
6-107-51873-5,2985686,2003-04-11,APORTE,ACTIVA,22605.25,36,0.013,
8-107-36216-4,4230535,2015-08-18,CRÉDITO,ACTIVA,91002.47,36,0.011,
6-101-40529-4,5334559,2008-11-22,AHORRO,INACTIVA,27477.07,24,0.05,
1-101-55572-5,5159817,2019-03-10,CRÉDITO,CERRADA,89710.03,6,0.057,
6-103-11828-7,5554650,2020-11-22,AHORRO,INACTIVA,74737.42,24,0.119,
9-107-22481-8,2692381,2006-12-14,APORTE,INACTIVA,25838.94,36,0.03,
4-104-16658-8,5216841,2020-03-11,APORTE,CERRADA,93101.93,0,0.035,
9-108-27066-9,3961712,2006-02-10,CRÉDITO,CERRADA,43280.64,0,0.012,
1-104-99082-5,2123974,2016-02-03,APORTE,CERRADA,98894.52,0,0.116,
7-100-19567-9,2181500,2013-09-05,APORTE,INACTIVA,20795.14,6,0.107,
6-103-33513-5,3935459,2015-10-25,APORTE,ACTIVA,90935.7,12,0.117,
7-101-27714-6,3740321,2017-03-14,APORTE,INACTIVA,80018.58,36,0.059,
3-102-65063-8,3413452,2015-09-05,AHORRO,INACTIVA,9026.71,12,0.071,
7-104-57329-8,4197663,2016-02-19,CRÉDITO,ACTIVA,93280.74,24,0.094,
5-107-94321-4,3789376,2004-10-24,AHORRO,CERRADA,41351.87,0,0.095,
3-100-89434-1,2874021,2011-03-14,AHORRO,CERRADA,67804.67,6,0.114,
4-100-97355-2,3669009,2009-07-12,CRÉDITO,CERRADA,57971.89,36,0.01,
8-109-55920-5,2715708,2021-08-28,APORTE,ACTIVA,49959.3,0,0.047,
7-108-78890-4,4142781,2000-06-26,AHORRO,INACTIVA,94753.94,12,0.115,
3-106-74288-6,3924661,2012-10-13,APORTE,ACTIVA,29532.0,0,0.051,
6-103-21819-8,5513390,2000-06-05,CRÉDITO,ACTIVA,76214.16,6,0.1,
5-108-52046-4,3336595,2023-07-26,APORTE,ACTIVA,88070.58,12,0.05,
9-108-99875-4,4933941,2003-05-02,AHORRO,CERRADA,6355.81,12,0.112,
1-100-24813-6,3954973,2013-08-20,APORTE,CERRADA,96247.97,0,0.027,
8-100-32009-2,3314865,2013-10-15,APORTE,INACTIVA,36393.12,24,0.052,
5-100-84723-1,4043177,2001-02-02,AHORRO,CERRADA,8399.33,24,0.033,
1-100-22090-4,2010774,2012-10-01,APORTE,ACTIVA,60768.05,0,0.016,
1-108-57310-1,4848265,2020-07-12,AHORRO,CERRADA,94020.75,0,0.059,
7-109-21859-1,4984150,2010-01-26,AHORRO,INACTIVA,65517.85,12,0.117,
7-101-51843-1,3310161,2003-07-09,APORTE,INACTIVA,40903.55,24,0.072,
4-107-74880-7,3187020,2010-09-21,APORTE,ACTIVA,32403.57,36,0.07,
2-105-10147-4,4898293,2018-11-29,CRÉDITO,INACTIVA,91063.91,12,0.033,
6-104-23093-7,5904229,2022-07-03,CRÉDITO,CERRADA,7475.54,12,0.077,
6-102-36330-7,3143011,2007-10-09,AHORRO,CERRADA,91062.06,36,0.067,
7-104-23929-7,2745755,2001-12-11,CRÉDITO,INACTIVA,84547.8,24,0.035,
9-105-16637-4,3437659,2018-07-30,APORTE,ACTIVA,64975.89,6,0.01,
1-104-71321-5,5785767,2006-09-07,CRÉDITO,ACTIVA,84704.79,0,0.086,
4-100-43137-8,2239853,2021-03-29,CRÉDITO,ACTIVA,13244.39,6,0.092,
1-104-45298-1,3715110,2013-05-28,CRÉDITO,CERRADA,88992.95,12,0.06,
8-105-89511-6,3542442,2001-10-03,APORTE,INACTIVA,61783.7,24,0.11,
6-109-92092-5,4873906,2023-03-13,CRÉDITO,ACTIVA,71283.09,12,0.099,
1-102-72098-5,3065404,2016-02-18,CRÉDITO,INACTIVA,52600.69,24,0.119,
7-100-29142-9,5956620,2007-08-17,APORTE,INACTIVA,29030.39,24,0.044,
7-109-94266-7,2334185,2018-08-12,APORTE,INACTIVA,43275.16,36,0.105,
2-105-66715-3,5474589,2001-07-06,AHORRO,CERRADA,95644.77,36,0.081,
3-108-41437-8,4807875,2023-04-10,AHORRO,CERRADA,91907.37,0,0.045,
2-108-49511-9,2053572,2013-10-25,AHORRO,INACTIVA,62500.41,36,0.09,
4-101-46087-4,3422380,2004-01-04,AHORRO,CERRADA,94918.73,6,0.115,
2-102-92906-5,2856613,2003-03-19,CRÉDITO,CERRADA,92085.3,6,0.024,
7-105-91901-7,3810963,2021-02-13,CRÉDITO,INACTIVA,72170.87,36,0.117,
9-101-96920-5,5901911,2002-04-13,AHORRO,CERRADA,33723.99,6,0.093,
3-108-83848-3,5773191,2008-06-02,AHORRO,INACTIVA,98398.79,12,0.089,
3-101-56263-1,3349191,2010-10-20,CRÉDITO,CERRADA,28445.86,24,0.021,
7-101-44266-2,3893767,2011-10-01,AHORRO,INACTIVA,19762.59,6,0.058,
3-102-76045-3,4963718,2000-01-29,CRÉDITO,CERRADA,12182.16,6,0.052,
9-103-42441-4,2899657,2019-06-28,CRÉDITO,INACTIVA,49256.53,36,0.103,
8-101-95861-1,5507464,2013-07-03,CRÉDITO,INACTIVA,85736.61,36,0.027,
6-106-97998-9,4638782,2023-03-16,APORTE,ACTIVA,36386.82,0,0.035,
7-109-95722-1,3556643,2018-09-07,AHORRO,INACTIVA,78231.82,0,0.021,
6-100-19129-2,2628829,2004-01-10,AHORRO,ACTIVA,16987.67,24,0.09,
7-105-99410-3,5579622,2010-01-10,AHORRO,INACTIVA,78800.22,6,0.067,
8-103-27145-6,3892025,2014-07-21,CRÉDITO,ACTIVA,80025.88,12,0.011,
3-103-71530-8,4821853,2018-03-13,AHORRO,ACTIVA,39461.96,36,0.046,
8-109-84519-6,2730462,2000-04-28,AHORRO,CERRADA,13925.96,36,0.112,
5-102-25847-9,3206154,2010-07-10,AHORRO,CERRADA,34623.72,24,0.116,
7-106-43954-6,2691443,2018-07-21,CRÉDITO,INACTIVA,95228.45,36,0.086,
6-103-95039-4,2765843,2021-04-19,AHORRO,ACTIVA,2347.54,36,0.112,
4-101-35020-9,3535840,2016-02-04,CRÉDITO,INACTIVA,31769.66,0,0.089,
2-109-60363-1,2542697,2020-11-03,CRÉDITO,ACTIVA,31910.32,12,0.114,
6-101-58106-9,4561674,2017-12-08,AHORRO,INACTIVA,75405.03,6,0.076,
6-103-12634-1,5807421,2009-10-12,CRÉDITO,CERRADA,35931.46,36,0.115,
1-102-38956-4,3913531,2003-06-25,AHORRO,INACTIVA,65665.39,24,0.048,
9-104-20410-2,2808899,2003-12-01,CRÉDITO,INACTIVA,26856.69,6,0.04,
3-103-88370-8,4705237,2008-01-20,APORTE,CERRADA,81097.94,6,0.059,
1-104-52140-5,3347974,2022-09-25,CRÉDITO,ACTIVA,12231.8,24,0.024,
9-107-72935-7,4592987,2010-03-23,APORTE,INACTIVA,76075.97,24,0.044,
5-108-23190-3,5596693,2023-12-08,APORTE,ACTIVA,35213.45,36,0.055,
2-102-25076-4,4973713,2015-02-17,AHORRO,CERRADA,12523.71,24,0.041,
4-105-45540-5,5477509,2011-05-10,APORTE,CERRADA,35579.41,24,0.037,
3-104-89467-8,3810228,2000-03-25,CRÉDITO,INACTIVA,31435.63,0,0.038,
1-103-93305-8,4978922,2020-07-05,APORTE,INACTIVA,43651.02,6,0.065,
7-103-12884-4,5590173,2000-02-01,CRÉDITO,INACTIVA,9806.32,12,0.113,
7-101-46410-8,5500151,2017-01-22,CRÉDITO,CERRADA,50347.77,6,0.051,
5-101-29519-4,3739010,2016-05-18,CRÉDITO,CERRADA,22465.04,12,0.02,
9-109-51886-9,3253972,2017-09-05,CRÉDITO,INACTIVA,29037.17,36,0.031,
2-101-94710-1,2659490,2003-01-08,AHORRO,INACTIVA,75022.6,0,0.089,
7-106-28834-9,4291739,2013-09-29,AHORRO,CERRADA,84066.17,36,0.013,
2-103-13611-6,3756925,2019-11-18,CRÉDITO,ACTIVA,99383.18,12,0.048,
4-100-73188-3,3061775,2019-05-02,CRÉDITO,CERRADA,47579.8,24,0.034,
5-109-80176-5,4809647,2004-09-25,APORTE,INACTIVA,33522.63,0,0.012,
5-101-91357-7,5078823,2002-06-15,CRÉDITO,INACTIVA,39779.09,12,0.034,
4-101-14759-1,3405359,2018-07-08,APORTE,ACTIVA,88271.31,6,0.071,
4-102-89025-5,5987542,2005-03-07,APORTE,CERRADA,89750.03,36,0.015,
8-102-20482-1,5812870,2010-06-14,CRÉDITO,CERRADA,29895.46,12,0.112,
5-104-12600-2,2342972,2001-07-17,APORTE,INACTIVA,20981.13,6,0.047,
7-101-13409-8,3387059,2014-09-03,AHORRO,CERRADA,71794.86,0,0.068,
1-107-78234-5,5055169,2003-07-09,APORTE,CERRADA,395.03,36,0.114,
4-104-85299-9,4296489,2022-11-16,CRÉDITO,ACTIVA,89125.11,24,0.04,
3-108-26238-6,3839846,2020-07-05,APORTE,CERRADA,64380.5,12,0.016,
9-109-54258-7,2320604,2023-04-19,CRÉDITO,ACTIVA,29870.6,24,0.023,
4-103-16826-1,5298463,2015-08-20,CRÉDITO,ACTIVA,15952.56,6,0.1,
6-108-11558-6,4943399,2000-09-09,APORTE,INACTIVA,92100.58,0,0.117,
3-109-37725-6,4350016,2002-01-05,APORTE,INACTIVA,180.67,6,0.052,
2-106-13887-8,5804910,2012-08-09,AHORRO,INACTIVA,66087.17,0,0.086,
2-109-96834-4,5106082,2018-07-24,APORTE,ACTIVA,38554.7,6,0.092,
1-102-14835-3,5108378,2009-09-25,AHORRO,ACTIVA,11578.55,12,0.066,
9-102-34654-3,2098539,2011-02-07,APORTE,ACTIVA,53032.76,36,0.02,
8-105-95879-8,3958457,2007-11-07,CRÉDITO,INACTIVA,4785.89,0,0.036,
5-108-50102-3,3030187,2008-08-11,AHORRO,INACTIVA,26260.1,24,0.064,
6-107-76684-5,5078268,2012-12-06,CRÉDITO,INACTIVA,96277.95,0,0.106,
6-101-88764-8,2637017,2003-04-04,CRÉDITO,INACTIVA,79331.76,0,0.029,
9-100-94752-9,5247314,2017-02-23,CRÉDITO,ACTIVA,41548.43,12,0.082,
8-102-20516-5,4884301,2003-12-18,APORTE,ACTIVA,64402.29,0,0.017,
4-102-39677-9,5863476,2001-05-14,APORTE,ACTIVA,60761.95,0,0.077,
8-108-45040-5,2272627,2012-11-26,CRÉDITO,INACTIVA,32423.48,24,0.076,
6-102-37911-4,4469811,2012-07-04,APORTE,CERRADA,9685.3,24,0.028,
1-101-96904-3,5639832,2007-05-02,CRÉDITO,INACTIVA,13904.81,36,0.067,
3-102-26413-6,4754408,2015-09-23,APORTE,CERRADA,50131.99,24,0.064,
7-107-79700-9,2155115,2018-02-23,CRÉDITO,CERRADA,68187.46,24,0.039,
6-105-89020-3,2969201,2021-12-27,AHORRO,CERRADA,51841.42,6,0.109,
3-108-72440-7,2750070,2003-09-05,AHORRO,CERRADA,30608.87,24,0.065,
9-103-63776-2,3810916,2000-12-29,AHORRO,INACTIVA,8239.06,0,0.069,
9-102-12726-5,3429053,2010-02-14,CRÉDITO,INACTIVA,52368.8,0,0.075,
4-100-37441-8,3566520,2019-12-03,APORTE,ACTIVA,16723.93,0,0.039,
2-106-99525-8,3963419,2020-01-12,AHORRO,INACTIVA,80357.39,24,0.02,
5-109-64493-6,2707918,2010-09-27,APORTE,ACTIVA,17151.83,12,0.056,
5-102-70521-9,3933483,2020-05-20,APORTE,INACTIVA,25246.48,0,0.012,
6-109-16119-8,5329951,2020-07-28,CRÉDITO,CERRADA,6004.62,24,0.087,
5-107-31710-9,4783935,2021-01-06,AHORRO,INACTIVA,14087.7,36,0.105,
8-109-26848-9,3286786,2010-01-12,CRÉDITO,ACTIVA,27627.12,36,0.062,
2-107-42816-8,2865981,2000-05-19,AHORRO,CERRADA,54619.78,36,0.033,
7-101-81257-5,2090465,2020-11-23,APORTE,CERRADA,6251.04,0,0.095,
9-103-63368-6,2329706,2015-01-17,APORTE,INACTIVA,55829.57,12,0.103,
3-104-92831-7,4228903,2003-11-18,AHORRO,INACTIVA,18745.42,24,0.022,
8-102-79053-7,2192339,2010-03-16,AHORRO,CERRADA,77449.18,6,0.014,
6-106-97725-1,2470777,2002-12-27,AHORRO,CERRADA,48955.9,0,0.046,
5-101-55156-7,5213512,2001-08-06,CRÉDITO,ACTIVA,84288.0,0,0.026,
8-100-62973-1,5127015,2006-11-23,AHORRO,INACTIVA,74009.31,24,0.096,
6-106-24512-4,5440661,2008-01-24,CRÉDITO,ACTIVA,91360.04,24,0.046,
1-103-22818-2,2984763,2009-03-03,CRÉDITO,CERRADA,71628.7,24,0.022,
6-106-21557-2,4140927,2006-09-02,CRÉDITO,CERRADA,71082.4,24,0.059,
5-104-85280-8,3415613,2019-11-28,APORTE,INACTIVA,39103.14,0,0.064,
2-103-20101-1,4586978,2002-01-21,CRÉDITO,INACTIVA,4137.11,6,0.074,
6-107-19016-4,5590909,2018-11-04,CRÉDITO,ACTIVA,85618.57,6,0.024,
7-107-26149-3,2500404,2017-10-09,APORTE,CERRADA,86120.11,12,0.101,
9-100-29234-5,3223669,2014-08-01,CRÉDITO,INACTIVA,98314.6,6,0.052,
3-101-87733-3,2556031,2002-11-13,APORTE,CERRADA,41534.11,12,0.109,
3-103-32694-8,5249433,2015-11-08,CRÉDITO,INACTIVA,5119.76,0,0.071,
7-108-39433-4,5511682,2011-03-27,CRÉDITO,CERRADA,54021.73,36,0.078,
1-104-58848-2,2645327,2010-10-13,AHORRO,CERRADA,75564.06,36,0.099,
8-101-49512-6,2985716,2008-06-05,AHORRO,CERRADA,95647.62,12,0.014,
8-102-64961-3,2716942,2011-07-20,AHORRO,CERRADA,16920.83,12,0.013,
7-105-58570-5,3590534,2010-01-06,CRÉDITO,CERRADA,82826.37,12,0.107,
6-108-41437-8,4138540,2020-06-10,CRÉDITO,ACTIVA,28182.63,24,0.076,
5-103-39096-8,3797136,2003-01-10,AHORRO,ACTIVA,70028.54,36,0.07,
1-108-82196-8,3403415,2020-03-14,CRÉDITO,ACTIVA,83850.16,0,0.073,
9-108-11337-6,5608329,2008-08-01,AHORRO,CERRADA,2234.87,6,0.109,
8-108-29194-9,5649105,2013-06-14,AHORRO,ACTIVA,53451.33,0,0.11,
4-108-61887-5,4541496,2022-02-03,CRÉDITO,INACTIVA,3705.55,36,0.082,
8-101-91365-8,5890573,2000-04-22,AHORRO,CERRADA,93429.44,6,0.037,
4-103-14019-8,4350543,2004-05-02,APORTE,CERRADA,86204.13,6,0.062,
9-100-32912-3,2897561,2001-03-18,APORTE,INACTIVA,92120.91,24,0.109,
3-107-83494-2,4431747,2013-02-24,APORTE,INACTIVA,70336.88,0,0.109,
8-101-38565-7,5819298,2000-08-31,APORTE,ACTIVA,60419.68,0,0.053,
4-107-16508-7,3944995,2019-04-06,CRÉDITO,CERRADA,10148.05,36,0.081,
8-109-65392-6,3590579,2001-09-16,CRÉDITO,INACTIVA,75064.02,12,0.06,
5-109-63152-3,2542219,2018-09-10,CRÉDITO,ACTIVA,82816.95,12,0.016,
7-104-31737-4,3884020,2010-05-25,CRÉDITO,ACTIVA,76311.14,12,0.092,
1-104-22165-8,5089049,2009-04-25,CRÉDITO,ACTIVA,66311.17,24,0.045,
4-102-20256-6,3269418,2007-09-27,CRÉDITO,ACTIVA,45654.44,0,0.072,
7-108-51876-1,4960975,2020-08-19,CRÉDITO,ACTIVA,98336.68,36,0.114,
2-105-77362-4,2309810,2003-07-18,APORTE,CERRADA,87037.57,36,0.021,
7-106-90349-9,2876442,2015-09-16,AHORRO,ACTIVA,2106.45,12,0.101,
9-104-68799-9,3341143,2009-09-29,CRÉDITO,INACTIVA,12435.68,6,0.022,
4-103-38850-5,3463094,2011-09-10,AHORRO,INACTIVA,6053.53,24,0.021,
7-101-53407-2,2577842,2018-03-03,CRÉDITO,INACTIVA,80540.97,24,0.098,
1-103-65898-4,5982495,2014-09-15,AHORRO,ACTIVA,13243.63,36,0.068,
3-107-96116-9,3350129,2015-10-05,APORTE,CERRADA,63735.42,6,0.102,
3-103-87608-5,2518988,2014-06-19,AHORRO,ACTIVA,72133.15,12,0.016,
8-104-47213-4,4572117,2017-09-04,CRÉDITO,ACTIVA,27895.5,0,0.043,
6-101-58551-3,3245361,2008-09-27,APORTE,INACTIVA,67978.78,0,0.045,
6-102-56760-8,4764335,2010-04-08,AHORRO,CERRADA,71335.23,0,0.087,
8-108-67584-5,5724432,2001-12-11,CRÉDITO,ACTIVA,94818.47,0,0.047,
3-107-40799-2,2785948,2006-03-23,AHORRO,INACTIVA,22344.75,24,0.035,
6-102-28288-7,2001734,2000-08-16,AHORRO,INACTIVA,82288.03,0,0.026,
5-102-33816-7,2267454,2011-01-05,CRÉDITO,ACTIVA,24227.6,6,0.058,
1-100-99315-7,5438838,2000-11-13,APORTE,INACTIVA,44061.66,12,0.06,
9-100-63984-8,2011624,2002-04-30,AHORRO,INACTIVA,28365.74,24,0.097,
2-108-65841-3,5313245,2020-05-31,APORTE,INACTIVA,34554.31,36,0.038,
2-105-87372-8,2507853,2019-06-15,APORTE,INACTIVA,72589.56,36,0.071,
7-103-13649-1,5957389,2016-06-15,APORTE,INACTIVA,24198.31,6,0.01,
8-104-82835-4,2150056,2020-08-02,APORTE,INACTIVA,55778.53,24,0.097,
9-106-90463-9,2941126,2017-03-05,AHORRO,CERRADA,40280.17,24,0.111,
1-100-57596-1,4977934,2000-07-31,AHORRO,INACTIVA,95757.41,24,0.032,
3-106-92174-7,3456482,2021-11-09,APORTE,CERRADA,54871.26,36,0.099,
3-102-32359-1,2701776,2016-12-17,APORTE,CERRADA,15883.63,6,0.078,
6-105-10610-1,5377502,2002-10-16,CRÉDITO,ACTIVA,59857.13,0,0.101,
3-104-25981-6,5451954,2013-07-30,CRÉDITO,CERRADA,53807.67,36,0.017,
2-108-90345-2,4658506,2022-12-16,APORTE,CERRADA,46059.63,12,0.117,
1-106-38569-4,5125815,2014-05-08,AHORRO,INACTIVA,42839.06,0,0.083,
8-108-40691-7,4301493,2019-03-26,APORTE,INACTIVA,14847.05,36,0.032,
9-103-93492-7,5777598,2007-03-13,APORTE,CERRADA,77718.71,36,0.069,
6-103-97324-8,2487889,2012-09-14,APORTE,INACTIVA,43623.74,24,0.039,
1-100-70681-9,5104710,2004-12-13,AHORRO,CERRADA,75562.17,6,0.031,
8-105-87419-7,4201458,2019-09-19,AHORRO,CERRADA,64490.56,6,0.029,
6-103-60481-1,2523522,2006-09-30,CRÉDITO,CERRADA,76742.03,0,0.05,
5-100-17261-1,4313598,2016-07-19,CRÉDITO,INACTIVA,72826.49,12,0.073,
4-109-52163-4,4488857,2011-08-31,AHORRO,ACTIVA,66180.75,24,0.03,
1-109-58743-2,5430260,2007-10-20,AHORRO,INACTIVA,87249.28,36,0.1,
8-101-39110-1,2224261,2022-10-24,APORTE,ACTIVA,33882.63,6,0.042,
7-103-61570-5,4466052,2002-12-11,APORTE,INACTIVA,18753.11,36,0.091,
6-103-31678-3,3942095,2018-11-26,CRÉDITO,CERRADA,40489.4,6,0.119,
7-105-67971-8,4263052,2015-09-19,APORTE,ACTIVA,47128.61,6,0.062,
8-101-59011-8,5082899,2019-01-22,APORTE,CERRADA,36659.1,6,0.099,
1-100-30601-2,4507258,2001-04-24,APORTE,INACTIVA,70391.15,12,0.092,
9-104-28546-5,4795698,2001-01-19,APORTE,CERRADA,14682.09,0,0.115,
2-103-99191-6,5591057,2012-04-16,AHORRO,INACTIVA,74796.73,12,0.087,
1-106-95234-4,5251184,2001-09-17,APORTE,INACTIVA,22597.23,12,0.056,
1-100-76711-3,4616610,2009-01-12,APORTE,ACTIVA,73628.36,0,0.053,
8-106-63750-4,4792974,2008-10-22,AHORRO,CERRADA,24254.83,6,0.067,
3-107-23660-9,4681497,2014-05-30,CRÉDITO,ACTIVA,81038.76,0,0.054,
7-106-81980-7,2923068,2021-04-12,CRÉDITO,ACTIVA,10358.15,24,0.024,
8-103-63580-2,4666636,2007-09-10,AHORRO,ACTIVA,59575.16,6,0.114,
2-107-23409-4,3847262,2017-03-05,APORTE,CERRADA,47135.13,0,0.017,
2-100-53193-5,4558390,2014-09-12,CRÉDITO,CERRADA,42232.37,6,0.043,
7-107-81523-3,5205923,2011-11-01,CRÉDITO,INACTIVA,59739.05,12,0.065,
8-102-38288-2,2242895,2016-05-06,CRÉDITO,INACTIVA,66294.78,36,0.03,
6-101-11719-4,5394879,2014-07-14,AHORRO,ACTIVA,29018.1,24,0.1,
9-105-29469-1,4875886,2014-09-28,APORTE,ACTIVA,16486.05,0,0.034,
9-107-45164-5,4002171,2001-05-08,CRÉDITO,INACTIVA,95055.14,0,0.05,
9-108-82063-1,3051149,2006-09-18,AHORRO,ACTIVA,20154.59,36,0.085,
3-106-96004-4,5189087,2009-10-28,CRÉDITO,CERRADA,73482.06,6,0.04,
6-103-17566-6,5809090,2001-05-24,APORTE,CERRADA,33183.73,36,0.119,
2-106-87751-6,2813918,2023-03-26,CRÉDITO,INACTIVA,7647.81,0,0.026,
8-107-54826-6,4337240,2011-06-10,CRÉDITO,CERRADA,70222.98,0,0.042,
6-104-20622-8,4220593,2006-01-10,AHORRO,CERRADA,31886.65,24,0.021,
8-103-23856-1,3396038,2009-10-19,AHORRO,INACTIVA,93028.46,24,0.023,
3-102-33030-2,5600359,2019-07-22,CRÉDITO,CERRADA,26762.7,0,0.06,
3-108-92403-4,5999471,2020-11-13,AHORRO,CERRADA,2527.85,0,0.088,
5-108-14621-6,4258368,2003-09-14,APORTE,ACTIVA,30023.71,0,0.045,
9-109-75593-3,2947700,2017-09-25,AHORRO,CERRADA,19023.95,0,0.025,
5-108-70649-3,5653095,2010-12-07,AHORRO,CERRADA,48608.54,36,0.109,
3-104-10138-5,5379388,2022-10-26,AHORRO,CERRADA,53400.83,12,0.078,
7-102-88795-9,3742410,2003-03-25,AHORRO,CERRADA,70483.99,36,0.092,
3-108-57054-8,5145977,2021-09-01,AHORRO,INACTIVA,50055.36,24,0.061,
1-102-49293-7,3423736,2002-02-24,AHORRO,ACTIVA,55376.51,6,0.054,
3-100-90538-3,3893409,2001-07-01,CRÉDITO,INACTIVA,76179.57,36,0.112,
6-108-71299-1,2894866,2020-09-11,APORTE,ACTIVA,13525.54,24,0.033,
4-101-39305-4,5259019,2012-05-12,CRÉDITO,INACTIVA,58393.32,24,0.057,
1-106-16467-3,4661198,2002-02-04,APORTE,CERRADA,22934.74,6,0.112,
8-103-73718-6,5690991,2002-06-23,CRÉDITO,ACTIVA,83902.95,24,0.02,
4-107-97293-8,2102236,2005-11-23,APORTE,CERRADA,2109.99,0,0.017,
4-101-71794-8,4048620,2022-09-14,APORTE,ACTIVA,13751.53,24,0.116,
9-102-70896-1,5254744,2014-01-12,CRÉDITO,CERRADA,76599.25,0,0.023,
3-104-32565-5,4793575,2022-08-27,CRÉDITO,INACTIVA,67490.2,12,0.105,
9-105-23604-5,2367831,2011-12-21,CRÉDITO,ACTIVA,92589.19,12,0.1,
6-100-31135-3,5923203,2002-07-13,AHORRO,CERRADA,51296.25,0,0.108,
5-108-70955-2,2400907,2021-11-03,CRÉDITO,INACTIVA,99503.51,0,0.021,
6-105-55387-5,5631880,2000-07-16,APORTE,CERRADA,27590.79,0,0.12,
3-105-20589-9,2561780,2005-05-22,APORTE,INACTIVA,69536.44,24,0.029,
3-104-31303-9,5724363,2022-08-03,APORTE,ACTIVA,9940.76,6,0.076,
5-104-53169-6,3110532,2010-07-17,CRÉDITO,INACTIVA,1721.94,6,0.105,
9-100-43803-7,3916971,2022-11-21,CRÉDITO,INACTIVA,68561.51,24,0.092,
2-103-53369-9,3351775,2021-05-01,APORTE,ACTIVA,23133.43,0,0.098,
7-102-29980-7,2741488,2000-06-21,APORTE,CERRADA,70558.51,24,0.015,
4-101-43730-1,4895581,2002-08-08,CRÉDITO,INACTIVA,69072.25,12,0.05,
8-104-80569-2,2463929,2001-03-31,AHORRO,ACTIVA,35643.81,12,0.043,
2-105-29420-8,2784993,2010-12-19,APORTE,INACTIVA,74665.64,0,0.053,
2-104-73883-2,4527734,2018-10-14,APORTE,INACTIVA,24976.48,12,0.063,
7-104-16134-2,2844460,2021-03-04,CRÉDITO,ACTIVA,93403.71,6,0.026,
3-106-54694-3,2216162,2022-03-11,APORTE,CERRADA,38889.42,24,0.099,
5-102-57028-1,5576746,2007-10-29,AHORRO,INACTIVA,92980.09,0,0.045,
3-107-47465-8,2874385,2009-10-09,APORTE,CERRADA,65492.06,24,0.08,
9-103-31598-8,3244305,2009-11-26,APORTE,CERRADA,68105.4,36,0.047,
3-104-54501-4,4385027,2011-10-25,CRÉDITO,INACTIVA,65033.44,36,0.039,
3-106-45256-3,3056893,2008-02-29,AHORRO,ACTIVA,3314.12,36,0.073,
5-106-83857-7,3256223,2014-12-19,APORTE,INACTIVA,48956.88,0,0.023,
6-108-51636-7,4331960,2007-06-22,CRÉDITO,ACTIVA,42090.86,0,0.063,
2-101-56857-9,2022903,2022-12-12,CRÉDITO,ACTIVA,62378.73,24,0.07,
2-104-26630-6,4711261,2000-10-31,CRÉDITO,CERRADA,26260.09,36,0.016,
6-105-20340-2,3365543,2023-09-30,CRÉDITO,CERRADA,98366.74,6,0.058,
7-109-65109-5,2184947,2000-09-22,CRÉDITO,INACTIVA,83412.69,12,0.104,
7-108-86675-3,2472608,2003-07-07,AHORRO,CERRADA,73996.12,36,0.093,
3-105-31645-7,4609774,2015-02-19,APORTE,ACTIVA,75536.51,24,0.041,
7-100-12555-9,3953509,2003-03-16,APORTE,INACTIVA,29157.07,36,0.077,
7-105-37277-7,2533828,2019-04-27,AHORRO,INACTIVA,67475.1,0,0.091,
4-106-53450-1,5917929,2004-05-13,APORTE,ACTIVA,76744.67,36,0.035,
5-109-93572-8,3690397,2011-02-26,APORTE,CERRADA,51982.37,24,0.032,
4-100-19078-2,4528950,2015-06-03,APORTE,CERRADA,56844.95,6,0.058,
6-101-66884-2,3784274,2022-02-16,CRÉDITO,CERRADA,67016.01,0,0.067,
9-104-55645-4,3944778,2005-05-05,AHORRO,INACTIVA,88591.74,12,0.076,
6-101-61509-6,5509579,2014-09-17,AHORRO,CERRADA,13238.36,24,0.107,
5-107-91050-8,3893751,2014-04-28,AHORRO,CERRADA,77093.78,0,0.052,
5-106-46120-2,3977619,2006-08-18,AHORRO,ACTIVA,96311.01,0,0.087,
6-101-72469-5,5268957,2009-03-07,APORTE,INACTIVA,87114.08,6,0.037,
